student_id,cgpa_cumulative,backlogs_count,backlogs_age_max_weeks,branch,entrance_percentile,admission_category,social_category,home_state,schooling_medium,hosteller_flag,mean_attendance_pct,min_attendance_pct,attendance_debarment_threshold,attendance_condonation_band_low,attendance_condonation_band_high,consecutive_absence_streak_max,attendance_trend,timing_of_decline,classes_total_in_sem,classes_conducted_so_far,classes_remaining_in_sem,max_possible_attendance_pct,attendance_debarment_mathematically_certain,avg_pace_score,avg_clarity_score,avg_doubt_resolution_score,avg_teaching_style_fit_score,diagnostic_content_score,diagnostic_delivery_sensitive_score,avg_session_engagement_exposure,vtop_login_freq_per_week,submission_timing_relative,footfall_library_freq_per_week,hostel_curfew_violations,fee_payment_status,scholarship_category,education_loan_status,family_income_bracket,first_gen_college_goer,latent_risk_score,true_dominant_cluster,risk_level,risk_level_label,mentor_flag_category
S00136,7.06,0,0,SMEC-MECH,58.4,Government Quota,OBC,Karnataka,ICSE,Hosteller,47.7,35.1,65.0,65.0,75.0,13,declining,late,50,29,21,70.0,0,-0.54,2.81,,5.0,0.949,0.976,0.232,12.37,-1.36,4.29,1.0,Fully Paid,No Scholarship,No Loan,<2.5 LPA,Yes,0.1729,visual_engagement,0,No Risk,none
S00137,8.72,1,8,SENSE-ECE,73.5,Management Quota,SC,Maharashtra,CBSE,Hosteller,72.3,71.0,65.0,65.0,75.0,1,stable,none,50,22,28,88.0,0,1.0,3.2,3.86,4.9,0.616,0.581,0.525,14.14,0.14,2.41,0.0,Fully Paid,Category-Based,Active Loan (Repayment Stress Flagged),2.5-8 LPA,Yes,0.189,financial,1,Backlog / Academic-Probation Risk,financial
S00138,8.2,0,0,SMEC-MECH,86.1,Government Quota,General,Maharashtra,CBSE,Hosteller,66.3,52.1,65.0,65.0,75.0,5,stable,none,50,22,28,86.0,0,-0.53,2.95,1.0,2.4,1.0,1.0,0.23,9.87,-0.03,4.69,3.0,Fully Paid,No Scholarship,Active Loan (Repayment Stress Flagged),<2.5 LPA,Yes,0.1757,visual_engagement,0,No Risk,none
S00139,3.91,4,18,SENSE-ECE,57.0,Government Quota,EWS,Delhi-NCR,CBSE,Hosteller,74.0,70.7,65.0,65.0,75.0,2,declining,late,50,32,18,84.0,0,0.12,3.42,3.38,2.78,0.249,0.107,0.397,9.7,-0.39,8.04,4.0,Fully Paid,Category-Based,No Loan,<2.5 LPA,Yes,0.2626,academic,2,Attendance-Debarment Risk,academic
S00140,8.48,0,0,SCE-CIVIL,80.7,Government Quota,ST,Delhi-NCR,CBSE,Hosteller,72.2,64.0,65.0,65.0,75.0,7,stable,none,50,22,28,88.0,0,-0.47,4.61,3.59,2.66,0.83,0.947,0.508,9.72,0.98,3.02,1.0,Fully Paid,Category-Based,Active Loan (No Stress Flagged),2.5-8 LPA,No,0.0383,financial,0,No Risk,none
S00141,8.34,1,2,SCE-CIVIL,83.3,Management Quota,SC,Kerala,ICSE,Hosteller,79.9,78.9,65.0,65.0,75.0,3,recovering,none,50,23,27,90.0,0,0.2,4.63,2.14,3.72,0.785,0.851,0.464,16.23,-2.34,2.22,0.0,Fully Paid,No Scholarship,Active Loan (No Stress Flagged),<2.5 LPA,Yes,0.1196,behavioural,0,No Risk,none
S00142,7.28,2,22,SENSE-ECE,73.8,Government Quota,General,Other,CBSE,Hosteller,97.4,79.5,65.0,65.0,75.0,2,stable,none,50,14,36,100.0,0,-0.44,3.68,3.63,5.0,0.909,0.98,0.555,12.18,-1.6,6.2,2.0,Fully Paid,No Scholarship,Active Loan (No Stress Flagged),2.5-8 LPA,Yes,0.1143,behavioural,0,No Risk,none
S00143,7.25,1,3,SCE-CIVIL,75.5,Management Quota,OBC,Other,ICSE,Hosteller,85.0,83.4,65.0,65.0,75.0,0,stable,none,50,21,29,94.0,0,0.91,2.62,,4.25,0.658,0.596,0.553,11.13,-0.11,4.95,0.0,On Installment (On-Time),No Scholarship,No Loan,2.5-8 LPA,No,0.0,pedagogy,0,No Risk,none
S00144,7.45,0,0,SMEC-MECH,74.7,Government Quota,SC,Other,State Board,DayScholar,74.3,68.0,65.0,65.0,75.0,13,stable,none,50,39,11,80.0,0,-0.52,3.05,4.71,1.51,0.548,0.356,0.313,7.57,-1.71,1.53,,On Installment (On-Time),No Scholarship,No Loan,<2.5 LPA,No,0.0321,pedagogy,0,No Risk,none
S00145,6.44,1,1,SCE-CIVIL,57.9,Management Quota,OBC,Bihar,State Board,DayScholar,56.9,52.5,65.0,65.0,75.0,5,declining,early,50,40,10,66.0,0,-0.42,3.28,3.95,4.07,0.72,0.647,0.279,6.8,-0.43,7.31,,On Installment (On-Time),No Scholarship,No Loan,2.5-8 LPA,Yes,0.0692,visual_engagement,0,No Risk,none
S00146,8.81,0,0,SENSE-ECE,89.1,Management Quota,SC,Karnataka,State Board,Hosteller,85.3,75.9,65.0,65.0,75.0,5,stable,none,50,22,28,94.0,0,0.94,4.06,2.09,2.57,0.752,0.796,0.627,13.77,0.21,2.11,3.0,Fully Paid,Merit-Based,Active Loan (No Stress Flagged),<2.5 LPA,Yes,0.0399,financial,0,No Risk,none
S00147,8.24,0,0,SENSE-ECE,82.5,Management Quota,General,Kerala,ICSE,DayScholar,91.7,88.8,65.0,65.0,75.0,2,stable,none,50,15,35,98.0,0,-1.0,4.62,,3.72,1.0,1.0,0.699,7.27,1.63,4.07,,Fully Paid,No Scholarship,Active Loan (No Stress Flagged),<2.5 LPA,Yes,0.086,financial,0,No Risk,none
S00148,6.82,2,4,SENSE-ECE,67.2,Government Quota,General,Karnataka,State Board,Hosteller,75.1,33.2,65.0,65.0,75.0,6,stable,none,50,20,30,90.0,0,0.49,2.6,3.99,3.65,0.609,0.524,0.466,7.77,-1.21,2.33,1.0,On Installment (On-Time),No Scholarship,Active Loan (No Stress Flagged),2.5-8 LPA,No,0.165,financial,0,No Risk,none
S00149,7.94,0,0,SCE-CIVIL,91.9,Management Quota,ST,Tamil Nadu,CBSE,Hosteller,84.7,70.1,65.0,65.0,75.0,5,stable,none,50,31,19,90.0,0,-0.05,2.94,3.77,4.48,0.743,0.818,0.553,7.32,-0.36,2.4,1.0,Fully Paid,No Scholarship,Active Loan (Repayment Stress Flagged),>8 LPA,Yes,0.127,financial,0,No Risk,none
S00150,5.23,2,1,SBST-BIOTECH,55.9,Management Quota,OBC,Karnataka,CBSE,Hosteller,89.1,83.5,65.0,65.0,75.0,3,recovering,none,50,26,24,94.0,0,-0.1,3.33,1.23,4.56,0.646,0.787,0.585,12.04,-1.57,4.43,0.0,Fully Paid,Institutional Need-Based,No Loan,2.5-8 LPA,No,0.0,behavioural,0,No Risk,none
S00151,9.46,0,0,SBST-BIOTECH,95.6,Management Quota,General,Uttar Pradesh,State Board,Hosteller,71.2,71.1,65.0,65.0,75.0,5,stable,none,50,33,17,82.0,0,0.06,3.53,4.18,2.42,0.913,0.91,0.455,3.64,0.79,1.65,0.0,On Installment (On-Time),Merit-Based,No Loan,<2.5 LPA,No,0.0599,pedagogy,0,No Risk,none
S00152,8.24,0,0,SENSE-ECE,76.0,Government Quota,General,Maharashtra,State Board,DayScholar,95.7,94.2,65.0,65.0,75.0,0,stable,none,50,46,4,96.0,0,0.24,3.98,3.3,3.91,0.786,0.943,0.934,7.16,-1.12,1.24,,Fully Paid,No Scholarship,No Loan,<2.5 LPA,Yes,0.0,behavioural,0,No Risk,none
S00153,7.75,0,0,SCE-CIVIL,71.1,Management Quota,General,West Bengal,State Board,Hosteller,89.6,84.2,65.0,65.0,75.0,1,stable,none,50,16,34,96.0,0,-1.0,3.17,2.74,4.88,0.847,0.993,0.628,10.24,-1.04,3.02,2.0,Fee Due >30 Days,No Scholarship,Active Loan (No Stress Flagged),<2.5 LPA,No,0.0042,financial,0,No Risk,none
S00154,7.93,0,0,SCOPE-CSE,67.7,Government Quota,EWS,Other,ICSE,DayScholar,99.5,97.2,65.0,65.0,75.0,2,stable,none,50,36,14,100.0,0,-0.7,2.85,,2.78,0.475,0.462,0.518,14.85,0.08,1.19,,Fully Paid,No Scholarship,No Loan,>8 LPA,No,0.0117,pedagogy,0,No Risk,none
S00155,6.35,1,1,SCE-CIVIL,68.5,Management Quota,SC,Delhi-NCR,State Board,Hosteller,77.3,73.5,65.0,65.0,75.0,0,stable,none,50,16,34,92.0,0,0.6,3.61,3.42,3.91,0.684,0.771,0.642,12.31,-0.03,0.66,0.0,Fee Due >30 Days,No Scholarship,Active Loan (Repayment Stress Flagged),2.5-8 LPA,Yes,0.1464,financial,0,No Risk,none
S00156,5.38,1,3,SENSE-ECE,53.0,Management Quota,ST,Uttar Pradesh,State Board,Hosteller,68.6,66.6,65.0,65.0,75.0,4,declining,early,50,36,14,78.0,0,1.0,3.89,3.73,3.45,0.496,0.578,0.349,12.1,-1.69,1.92,3.0,On Installment (On-Time),No Scholarship,Active Loan (Repayment Stress Flagged),2.5-8 LPA,No,0.2085,behavioural,1,Backlog / Academic-Probation Risk,psychosocial
S00157,8.56,1,10,SCOPE-CSE,90.8,Management Quota,OBC,Karnataka,CBSE,Hosteller,95.7,90.7,65.0,65.0,75.0,5,stable,none,50,13,37,98.0,0,-1.0,3.74,4.29,3.9,0.936,0.874,0.645,4.98,-2.1,4.48,1.0,Fully Paid,No Scholarship,Active Loan (No Stress Flagged),<2.5 LPA,Yes,0.0926,behavioural,0,No Risk,none
S00158,8.68,0,0,SENSE-ECE,68.4,Government Quota,General,Delhi-NCR,State Board,DayScholar,68.7,66.4,65.0,65.0,75.0,4,stable,none,50,6,44,96.0,0,-0.72,3.84,3.41,4.86,0.757,0.795,0.461,11.19,-0.87,1.38,,Fully Paid,Institutional Need-Based,No Loan,2.5-8 LPA,No,0.1208,behavioural,0,No Risk,none
S00159,7.36,0,0,SBST-BIOTECH,85.7,Management Quota,General,Tamil Nadu,ICSE,DayScholar,96.0,83.3,65.0,65.0,75.0,0,stable,none,50,20,30,98.0,0,-0.52,2.66,5.0,5.0,0.613,0.649,0.727,11.16,0.3,3.61,,Fully Paid,No Scholarship,No Loan,2.5-8 LPA,Yes,0.0747,pedagogy,0,No Risk,none
S00160,7.83,0,0,SCOPE-CSE,77.8,Government Quota,OBC,Uttar Pradesh,ICSE,Hosteller,86.1,82.0,65.0,65.0,75.0,2,stable,none,50,29,21,92.0,0,-0.66,3.5,1.17,3.34,0.719,0.73,0.5,10.41,1.82,2.35,1.0,Fully Paid,No Scholarship,Active Loan (Repayment Stress Flagged),<2.5 LPA,Yes,0.0626,financial,0,No Risk,none
S00161,7.0,0,0,SCOPE-CSE,65.6,Management Quota,EWS,Delhi-NCR,State Board,Hosteller,91.9,82.9,65.0,65.0,75.0,0,stable,none,50,25,25,96.0,0,1.0,4.65,,3.14,0.56,0.616,0.812,5.73,-1.72,1.34,0.0,Fully Paid,Institutional Need-Based,Active Loan (Repayment Stress Flagged),>8 LPA,Yes,0.1628,behavioural,0,No Risk,none
S00162,7.8,1,1,SENSE-ECE,70.3,Government Quota,General,Tamil Nadu,CBSE,Hosteller,93.4,90.2,65.0,65.0,75.0,1,recovering,none,50,31,19,96.0,0,0.49,4.46,1.97,4.34,0.601,0.656,0.63,11.65,-0.73,1.63,0.0,Fully Paid,Institutional Need-Based,No Loan,>8 LPA,Yes,0.0,behavioural,0,No Risk,none
S00163,6.42,1,1,SBST-BIOTECH,64.9,Government Quota,ST,Bihar,State Board,DayScholar,69.5,58.9,65.0,65.0,75.0,9,stable,none,50,21,29,88.0,0,-0.16,2.63,2.17,2.67,0.728,0.524,0.548,11.37,0.8,4.12,,Fully Paid,No Scholarship,Active Loan (Repayment Stress Flagged),2.5-8 LPA,No,0.197,financial,1,Backlog / Academic-Probation Risk,financial
S00164,8.57,0,0,SENSE-ECE,80.6,Management Quota,OBC,Maharashtra,State Board,Hosteller,69.4,53.5,65.0,65.0,75.0,4,stable,none,50,17,33,90.0,0,-0.43,3.52,4.19,4.2,1.0,0.955,0.276,7.83,-0.35,0.0,0.0,On Installment (On-Time),Merit-Based,No Loan,<2.5 LPA,No,0.0203,visual_engagement,0,No Risk,none
S00165,5.28,2,16,SMEC-MECH,67.6,Government Quota,OBC,Kerala,CBSE,DayScholar,76.1,32.8,65.0,65.0,75.0,4,stable,none,50,8,42,96.0,0,-0.33,3.1,,4.83,0.649,0.555,0.543,10.92,-0.91,4.7,,Fully Paid,No Scholarship,No Loan,2.5-8 LPA,Yes,0.006,academic,0,No Risk,none
S00166,8.01,0,0,SENSE-ECE,84.2,Management Quota,ST,Other,ICSE,Hosteller,65.5,58.2,65.0,65.0,75.0,12,declining,late,50,30,20,80.0,0,-0.05,5.0,,4.39,0.852,0.852,0.441,9.53,0.46,1.73,3.0,On Installment (On-Time),No Scholarship,No Loan,<2.5 LPA,No,0.0,attendance,0,No Risk,none
S00167,7.21,0,0,SBST-BIOTECH,63.4,Management Quota,OBC,Tamil Nadu,CBSE,DayScholar,61.2,59.9,65.0,65.0,75.0,7,stable,none,50,28,22,78.0,0,-0.38,2.65,3.73,3.89,0.946,0.824,0.246,10.47,-0.66,4.57,,On Installment (On-Time),Sports-Cultural Quota,Active Loan (No Stress Flagged),<2.5 LPA,No,0.1892,visual_engagement,1,Backlog / Academic-Probation Risk,pedagogical
S00168,7.64,0,0,SCE-CIVIL,79.8,Government Quota,EWS,Bihar,CBSE,Hosteller,84.5,77.0,65.0,65.0,75.0,3,stable,none,50,38,12,88.0,0,0.18,3.97,2.54,2.72,0.981,1.0,0.499,9.68,-0.2,3.06,0.0,Fully Paid,Merit-Based,No Loan,<2.5 LPA,Yes,0.0395,pedagogy,0,No Risk,none
S00169,4.09,6,2,SENSE-ECE,9.2,Government Quota,OBC,Karnataka,CBSE,DayScholar,76.3,72.8,65.0,65.0,75.0,3,stable,none,50,36,14,82.0,0,0.04,3.89,,4.18,0.499,0.489,0.442,1.15,-0.03,3.01,,Fully Paid,No Scholarship,No Loan,2.5-8 LPA,No,0.1031,academic,0,No Risk,none
S00170,7.64,1,11,SENSE-ECE,79.8,Management Quota,OBC,Tamil Nadu,State Board,Hosteller,58.3,49.9,65.0,65.0,75.0,6,stable,none,50,14,36,88.0,0,1.0,3.12,2.21,1.67,0.994,1.0,0.355,6.81,1.71,2.3,4.0,Fee Due >30 Days,No Scholarship,Active Loan (No Stress Flagged),2.5-8 LPA,Yes,0.2617,financial,2,Attendance-Debarment Risk,financial
S00171,6.79,1,26,SCE-CIVIL,60.1,Government Quota,General,Other,CBSE,DayScholar,59.9,59.6,65.0,65.0,75.0,5,declining,late,50,30,20,76.0,0,0.12,4.3,5.0,3.55,0.708,0.602,0.234,12.94,-1.44,0.0,,Fee Due >30 Days,No Scholarship,No Loan,<2.5 LPA,Yes,0.2489,financial,2,Attendance-Debarment Risk,financial
S00172,6.8,0,0,SBST-BIOTECH,48.3,Management Quota,General,Karnataka,State Board,DayScholar,58.2,52.3,65.0,65.0,75.0,4,declining,early,50,12,38,90.0,0,0.26,4.62,,2.53,0.716,0.712,0.259,10.97,-3.0,7.82,,Fee Due >30 Days,No Scholarship,No Loan,<2.5 LPA,No,0.3318,behavioural,3,Withdrawal / Discontinuation Risk,psychosocial
S00173,7.53,1,4,SCE-CIVIL,73.4,Government Quota,OBC,Other,State Board,Hosteller,93.7,88.8,65.0,65.0,75.0,1,recovering,none,50,17,33,98.0,0,-0.41,3.44,3.89,2.49,0.643,0.803,0.772,9.58,-0.54,5.25,0.0,On Installment (Overdue),No Scholarship,Active Loan (No Stress Flagged),<2.5 LPA,Yes,0.1539,financial,0,No Risk,none
S00174,6.81,1,17,SBST-BIOTECH,54.1,Government Quota,General,Tamil Nadu,CBSE,Hosteller,83.6,78.9,65.0,65.0,75.0,2,stable,none,50,7,43,98.0,0,0.22,3.23,3.68,3.02,0.481,0.507,0.511,3.83,0.41,4.93,0.0,Fully Paid,Category-Based,Active Loan (No Stress Flagged),2.5-8 LPA,Yes,0.0678,financial,0,No Risk,none
S00175,6.46,1,8,SBST-BIOTECH,45.3,Management Quota,OBC,Kerala,CBSE,DayScholar,86.8,80.0,65.0,65.0,75.0,2,declining,early,50,45,5,88.0,0,0.86,4.15,2.37,3.13,0.763,0.818,0.704,13.45,1.1,5.41,,On Installment (Overdue),No Scholarship,No Loan,<2.5 LPA,No,0.0866,financial,0,No Risk,none
S00176,9.06,0,0,SENSE-ECE,94.9,Management Quota,OBC,Other,CBSE,Hosteller,93.3,91.4,65.0,65.0,75.0,5,stable,none,50,45,5,94.0,0,0.91,3.14,3.23,4.18,1.0,1.0,0.87,12.69,-0.33,4.66,1.0,On Installment (On-Time),No Scholarship,Active Loan (Repayment Stress Flagged),<2.5 LPA,Yes,0.1044,financial,0,No Risk,none
S00177,7.95,0,0,SCOPE-CSE,81.8,Management Quota,OBC,Maharashtra,CBSE,Hosteller,77.1,68.7,65.0,65.0,75.0,7,stable,none,50,41,9,82.0,0,1.0,3.7,3.13,3.93,0.842,0.883,0.488,11.36,-0.39,2.52,0.0,Fully Paid,Sports-Cultural Quota,No Loan,<2.5 LPA,No,0.0585,behavioural,0,No Risk,none
S00178,8.08,0,0,SENSE-ECE,77.6,Government Quota,OBC,Uttar Pradesh,State Board,DayScholar,89.2,88.9,65.0,65.0,75.0,0,declining,early,50,9,41,98.0,0,0.53,1.0,1.29,4.24,0.675,0.679,0.977,3.18,0.6,0.0,,Fully Paid,No Scholarship,Active Loan (No Stress Flagged),<2.5 LPA,No,0.1745,pedagogy,0,No Risk,none
S00179,6.01,1,4,SBST-BIOTECH,68.9,Government Quota,General,Uttar Pradesh,State Board,DayScholar,83.3,76.2,65.0,65.0,75.0,2,stable,none,50,42,8,86.0,0,0.0,3.11,2.69,2.0,0.488,0.643,0.508,11.61,-2.58,4.14,,Fully Paid,Merit-Based,No Loan,<2.5 LPA,No,0.0985,behavioural,0,No Risk,none
S00180,6.44,0,0,SCE-CIVIL,70.3,Government Quota,OBC,Kerala,CBSE,Hosteller,79.4,71.5,65.0,65.0,75.0,5,stable,none,50,39,11,84.0,0,-0.8,2.08,3.75,1.76,0.75,0.78,0.499,7.4,-1.08,5.05,0.0,Fully Paid,Merit-Based,Active Loan (No Stress Flagged),2.5-8 LPA,Yes,0.1695,pedagogy,0,No Risk,none
S00181,6.7,1,2,SENSE-ECE,55.0,Management Quota,General,Other,CBSE,Hosteller,74.4,63.2,65.0,65.0,75.0,12,stable,none,50,13,37,94.0,0,0.61,5.0,1.82,2.06,0.786,0.88,0.549,7.9,0.73,2.68,1.0,Fully Paid,No Scholarship,No Loan,2.5-8 LPA,Yes,0.0231,pedagogy,0,No Risk,none
S00182,6.37,1,33,SMEC-MECH,59.2,Management Quota,General,Tamil Nadu,CBSE,Hosteller,82.2,67.5,65.0,65.0,75.0,10,stable,none,50,24,26,92.0,0,-0.87,2.17,3.62,3.48,0.248,0.412,0.415,15.66,-1.55,1.38,2.0,On Installment (Overdue),No Scholarship,Active Loan (Repayment Stress Flagged),>8 LPA,No,0.3202,financial,3,Withdrawal / Discontinuation Risk,financial
S00183,6.07,1,2,SENSE-ECE,55.7,Management Quota,OBC,Other,CBSE,DayScholar,69.5,55.3,65.0,65.0,75.0,7,recovering,none,50,44,6,74.0,0,-0.21,5.0,2.51,3.13,0.575,0.69,0.311,10.82,1.35,0.37,,On Installment (Overdue),Category-Based,Active Loan (No Stress Flagged),<2.5 LPA,No,0.2026,financial,1,Backlog / Academic-Probation Risk,financial
S00184,6.08,1,22,SMEC-MECH,70.7,Management Quota,General,Tamil Nadu,CBSE,Hosteller,60.4,46.7,65.0,65.0,75.0,4,recovering,none,50,19,31,84.0,0,-0.11,4.95,,3.76,0.902,0.995,0.418,8.15,-0.61,1.64,4.0,Fee Due >30 Days,Category-Based,Active Loan (Repayment Stress Flagged),<2.5 LPA,No,0.2045,financial,1,Backlog / Academic-Probation Risk,financial
S00185,7.36,0,0,SCOPE-CSE,59.5,Government Quota,OBC,Uttar Pradesh,CBSE,Hosteller,88.0,86.3,65.0,65.0,75.0,1,recovering,none,50,10,40,98.0,0,-1.0,3.19,,5.0,0.773,0.705,0.584,2.18,-1.18,3.07,1.0,On Installment (On-Time),No Scholarship,Active Loan (Repayment Stress Flagged),>8 LPA,No,0.0726,financial,0,No Risk,none
S00186,8.03,0,0,SMEC-MECH,72.4,Management Quota,SC,Maharashtra,ICSE,DayScholar,90.2,82.5,65.0,65.0,75.0,4,stable,none,50,45,5,92.0,0,0.11,4.99,3.46,3.21,0.794,0.73,0.771,7.68,0.93,1.76,,Fully Paid,Category-Based,Active Loan (Repayment Stress Flagged),2.5-8 LPA,Yes,0.1133,financial,0,No Risk,none
S00187,7.23,0,0,SBST-BIOTECH,70.7,Management Quota,EWS,Maharashtra,CBSE,DayScholar,89.1,81.7,65.0,65.0,75.0,3,stable,none,50,46,4,90.0,0,-0.53,3.37,4.25,3.3,0.995,0.998,0.563,9.49,-1.42,0.93,,On Installment (Overdue),No Scholarship,Active Loan (No Stress Flagged),<2.5 LPA,No,0.257,financial,2,Attendance-Debarment Risk,financial
S00188,6.34,1,27,SMEC-MECH,62.2,Management Quota,OBC,Maharashtra,State Board,Hosteller,64.1,52.3,65.0,65.0,75.0,9,stable,none,50,27,23,80.0,0,0.38,3.18,3.36,2.25,0.698,0.82,0.331,8.89,0.27,0.0,4.0,Fully Paid,Sports-Cultural Quota,Active Loan (Repayment Stress Flagged),>8 LPA,No,0.0921,financial,0,No Risk,none
S00189,6.73,2,17,SCOPE-CSE,79.2,Government Quota,General,Karnataka,CBSE,DayScholar,53.5,45.0,65.0,65.0,75.0,8,stable,none,50,15,35,86.0,0,1.0,2.78,2.11,4.39,0.988,0.8,0.194,12.79,-1.55,4.13,,Fee Due >30 Days,No Scholarship,Active Loan (No Stress Flagged),<2.5 LPA,Yes,0.3041,financial,2,Attendance-Debarment Risk,financial
S00190,6.28,3,16,SMEC-MECH,67.0,Management Quota,General,Tamil Nadu,CBSE,DayScholar,76.9,55.0,65.0,65.0,75.0,4,stable,none,50,25,25,88.0,0,-1.0,1.66,,2.04,0.817,0.753,0.439,5.97,0.92,1.39,,On Installment (On-Time),Merit-Based,No Loan,<2.5 LPA,No,0.1187,pedagogy,0,No Risk,none
S00191,8.42,0,0,SCE-CIVIL,62.7,Government Quota,EWS,Karnataka,CBSE,Hosteller,69.9,64.8,65.0,65.0,75.0,4,stable,none,50,9,41,94.0,0,-0.28,5.0,2.26,5.0,0.936,1.0,0.345,10.38,-0.76,3.29,3.0,On Installment (Overdue),Category-Based,Active Loan (Repayment Stress Flagged),<2.5 LPA,No,0.3067,financial,2,Attendance-Debarment Risk,financial
S00192,5.72,1,39,SCE-CIVIL,52.4,Management Quota,General,Kerala,CBSE,Hosteller,62.8,56.5,65.0,65.0,75.0,4,stable,none,50,29,21,78.0,0,0.02,2.12,,4.24,0.506,0.437,0.192,7.55,1.66,3.15,6.0,Fee Due >30 Days,No Scholarship,Active Loan (Repayment Stress Flagged),2.5-8 LPA,Yes,0.3687,financial,3,Withdrawal / Discontinuation Risk,financial
S00193,7.46,1,1,SBST-BIOTECH,89.5,Government Quota,General,Karnataka,State Board,Hosteller,82.1,80.8,65.0,65.0,75.0,3,stable,none,50,42,8,84.0,0,1.0,4.11,4.66,3.31,0.751,0.979,0.716,9.48,-0.55,5.93,0.0,Fully Paid,No Scholarship,No Loan,2.5-8 LPA,Yes,0.0418,behavioural,0,No Risk,none
S00194,7.89,0,0,SENSE-ECE,69.4,Management Quota,General,Uttar Pradesh,ICSE,Hosteller,88.1,84.2,65.0,65.0,75.0,1,stable,none,50,39,11,90.0,0,0.2,3.66,,1.66,0.658,0.686,0.328,8.37,-0.35,2.57,0.0,Fully Paid,Merit-Based,No Loan,2.5-8 LPA,Yes,0.0234,pedagogy,0,No Risk,none
S00195,7.62,0,0,SMEC-MECH,63.5,Management Quota,General,Andhra Pradesh,ICSE,Hosteller,90.4,72.2,65.0,65.0,75.0,1,stable,none,50,41,9,92.0,0,1.0,4.26,4.37,2.84,0.778,0.776,0.652,8.04,-0.79,3.83,3.0,On Installment (On-Time),No Scholarship,Active Loan (No Stress Flagged),2.5-8 LPA,No,0.1243,financial,0,No Risk,none
S00196,8.57,0,0,SCOPE-CSE,78.1,Government Quota,General,Karnataka,CBSE,Hosteller,93.8,78.3,65.0,65.0,75.0,2,stable,none,50,24,26,98.0,0,-0.91,3.27,1.59,4.05,0.959,1.0,0.586,9.88,-0.13,6.38,3.0,Fully Paid,No Scholarship,No Loan,2.5-8 LPA,Yes,0.0,behavioural,0,No Risk,none
S00197,7.34,1,7,SCE-CIVIL,72.5,Management Quota,General,Bihar,International,Hosteller,63.1,29.3,65.0,65.0,75.0,5,stable,none,50,20,30,86.0,0,-0.37,3.42,1.36,1.8,0.808,0.634,0.277,9.99,0.32,2.72,2.0,Fully Paid,Category-Based,No Loan,<2.5 LPA,No,0.0729,visual_engagement,0,No Risk,none
S00198,6.84,2,15,SENSE-ECE,67.1,Government Quota,OBC,Andhra Pradesh,CBSE,DayScholar,74.3,70.2,65.0,65.0,75.0,1,stable,none,50,20,30,90.0,0,-0.87,3.44,5.0,3.98,0.696,0.715,0.575,7.23,-0.24,0.82,,On Installment (On-Time),No Scholarship,Active Loan (No Stress Flagged),2.5-8 LPA,No,0.0723,financial,0,No Risk,none
S00199,6.5,0,0,SMEC-MECH,67.0,Management Quota,OBC,Maharashtra,CBSE,DayScholar,76.1,64.3,65.0,65.0,75.0,4,stable,none,50,12,38,94.0,0,-0.45,2.46,3.32,2.61,0.664,0.54,0.262,12.46,-0.57,1.33,,On Installment (Overdue),No Scholarship,Active Loan (No Stress Flagged),<2.5 LPA,No,0.1257,financial,0,No Risk,none
S00200,10.0,0,0,SCOPE-CSE,99.9,Management Quota,General,Karnataka,State Board,Hosteller,78.6,67.8,65.0,65.0,75.0,14,stable,none,50,47,3,80.0,0,-1.0,5.0,3.15,3.0,1.0,1.0,0.556,5.44,-1.48,2.2,0.0,On Installment (Overdue),No Scholarship,No Loan,<2.5 LPA,Yes,0.1702,financial,0,No Risk,none
S00201,6.89,1,8,SCE-CIVIL,56.5,Management Quota,OBC,Tamil Nadu,CBSE,Hosteller,62.1,52.9,65.0,65.0,75.0,4,stable,none,50,6,44,96.0,0,-0.27,4.3,4.61,3.0,0.717,0.704,0.202,6.06,-0.54,3.5,4.0,On Installment (Overdue),No Scholarship,Active Loan (Repayment Stress Flagged),<2.5 LPA,No,0.1618,financial,0,No Risk,none
S00202,8.25,0,0,SBST-BIOTECH,88.8,Government Quota,SC,Andhra Pradesh,CBSE,DayScholar,72.9,68.8,65.0,65.0,75.0,7,stable,none,50,33,17,82.0,0,1.0,4.03,2.96,4.06,0.822,0.837,0.512,9.57,-0.9,4.2,,Fully Paid,No Scholarship,Active Loan (Repayment Stress Flagged),<2.5 LPA,No,0.1457,financial,0,No Risk,none
S00203,6.91,3,5,SENSE-ECE,69.2,Government Quota,OBC,West Bengal,CBSE,Hosteller,70.8,62.3,65.0,65.0,75.0,7,stable,none,50,43,7,74.0,0,-0.99,5.0,3.27,2.25,0.921,0.985,0.276,3.21,-0.35,0.09,0.0,Fully Paid,Merit-Based,Active Loan (No Stress Flagged),2.5-8 LPA,Yes,0.2904,visual_engagement,2,Attendance-Debarment Risk,pedagogical
S00204,7.49,0,0,SCE-CIVIL,69.8,Management Quota,OBC,Karnataka,State Board,DayScholar,88.1,78.8,65.0,65.0,75.0,6,recovering,none,50,46,4,90.0,0,-0.31,3.85,3.35,2.33,0.787,0.833,0.516,9.83,0.03,1.77,,On Installment (On-Time),No Scholarship,Active Loan (No Stress Flagged),2.5-8 LPA,No,0.0,financial,0,No Risk,none
